sid,median,mean,len,station_id,bundesland,state,lat,lng
bayern_1131552700024,3.6,4.159999999999999,5.0,1131552700024,bayern,Bayern,50.487485626991386,10.2455636725935
bayern_1131563200095,79.0,79.0,1.0,1131563200095,bayern,Bayern,50.312062565992896,11.1042310794101
bayern_1131573300041,3.6,4.0200000000000005,5.0,1131573300041,bayern,Bayern,50.2580390574712,11.217430206564801
bayern_1131582800013,1.7,1.524,5.0,1131582800013,bayern,Bayern,50.1052931756289,10.4958141809098
bayern_1131583300049,80.6,79.77000000000001,5.0,1131583300049,bayern,Bayern,50.14922137818271,11.212210388759699
bayern_1131583400056,2.8,2.6399999999999997,5.0,1131583400056,bayern,Bayern,50.1925631501948,11.393550263401101
bayern_1131583700057,9.1,9.1,5.0,1131583700057,bayern,Bayern,50.1347255415087,11.861446740517302
bayern_1131593100020,66.7,68.49,5.0,1131593100020,bayern,Bayern,50.0299663987142,10.9168812428941
bayern_1131593900073,1.3,3.0100000000000002,5.0,1131593900073,bayern,Bayern,50.06988218961561,12.212231557676802
bayern_1131602200016,3.2,3.2,5.0,1131602200016,bayern,Bayern,49.9026274598549,9.44689475048022
bayern_1131602600012,54.15000000000001,54.260000000000005,5.0,1131602600012,bayern,Bayern,49.9830042800853,10.1245379349439
bayern_1131602600035,0.25,0.28,5.0,1131602600035,bayern,Bayern,49.9260523614264,9.99861267716049
bayern_1131602700006,101.5,100.7,5.0,1131602700006,bayern,Bayern,49.9011747699829,10.2989336307279
bayern_1131602700017,0.7175,0.7175,2.0,1131602700017,bayern,Bayern,49.992434745807294,10.2092470282769
bayern_1131603000044,13.35,17.05,5.0,1131603000044,bayern,Bayern,49.934114114673214,10.7713799338527
bayern_1131604000153,1.2,1.22,5.0,1131604000153,bayern,Bayern,49.914039107036,12.341028974390197
bayern_1131613000018,24.25,24.400000000000002,5.0,1131613000018,bayern,Bayern,49.84015342438371,10.814078384134099
bayern_1131613100135,38.05,38.05,2.0,1131613100135,bayern,Bayern,49.8387570023487,10.9489601776108
bayern_1131613600035,0.25,0.36,5.0,1131613600035,bayern,Bayern,49.863130914374715,11.803806316711901
bayern_1131623100040,60.5,60.61,5.0,1131623100040,bayern,Bayern,49.7517353845856,10.9702686065552
bayern_1131623200040,0.25,0.29,5.0,1131623200040,bayern,Bayern,49.79274918364021,11.034675909821699
bayern_1131623300041,4.9,5.340000000000001,5.0,1131623300041,bayern,Bayern,49.767751471904894,11.173985541498402
bayern_1131623700027,4.2,4.3,5.0,1131623700027,bayern,Bayern,49.728414742175396,11.931950664379402
bayern_1131623900031,35.0,34.0,5.0,1131623900031,bayern,Bayern,49.7298788099496,12.285640376440499
bayern_1131633000017,8.0,8.0,5.0,1131633000017,bayern,Bayern,49.666429387745296,10.7116393376586
bayern_1131633200094,0.45,0.45,5.0,1131633200094,bayern,Bayern,49.6685768430449,11.0232809179865
bayern_1131633700019,11.0,11.0,5.0,1131633700019,bayern,Bayern,49.612393154253795,11.8836817098313
bayern_1131633800059,0.5,0.62,5.0,1131633800059,bayern,Bayern,49.671787438231796,12.0303904520771
bayern_1131642600013,21.5,21.5,4.0,1131642600013,bayern,Bayern,49.56867003096029,10.0270897865625
bayern_1131643600013,0.7,0.7799999999999999,5.0,1131643600013,bayern,Bayern,49.562677616793394,11.7262187571806
bayern_1131643600039,53.5,53.5,1.0,1131643600039,bayern,Bayern,49.5430372673104,11.7940330870209
bayern_1131643800014,1.1,2.8,5.0,1131643800014,bayern,Bayern,49.5620736569913,12.078700207839
bayern_1131643800028,3.8,5.3100000000000005,5.0,1131643800028,bayern,Bayern,49.5979868570465,12.134089713950699
bayern_1131653100160,108.0,109.4,5.0,1131653100160,bayern,Bayern,49.45497539965999,10.8689118763215
bayern_1131663400041,2.6,2.52,5.0,1131663400041,bayern,Bayern,49.369692881431796,11.3555342128892
bayern_1131663700013,0.25,0.19,5.0,1131663700013,bayern,Bayern,49.324658394727294,11.8706011911567
bayern_1131673700045,43.5,43.1,5.0,1131673700045,bayern,Bayern,49.23481366524071,11.986176303927
bayern_1131673700046,1.45,1.45,2.0,1131673700046,bayern,Bayern,49.225767101341496,11.885959838696499
bayern_1131673800041,63.0,61.1,5.0,1131673800041,bayern,Bayern,49.2770344782619,12.0961077365295
bayern_1131674000021,0.25,0.19,5.0,1131674000021,bayern,Bayern,49.2890520492618,12.375178999365199
bayern_1131683000132,0.25,0.19,5.0,1131683000132,bayern,Bayern,49.11617212276871,10.714986533036699
bayern_1131683100025,26.25,29.15,5.0,1131683100025,bayern,Bayern,49.1743546239192,10.9562335461686
bayern_1131683800015,52.5,51.75,4.0,1131683800015,bayern,Bayern,49.1529898891274,12.0012773816769
bayern_1131703100020,17.0,14.76,5.0,1131703100020,bayern,Bayern,48.94566006457029,10.924149020589
bayern_1131703400010,46.0,45.1,5.0,1131703400010,bayern,Bayern,48.9915027387998,11.4246436525087
bayern_1131703700020,0.25,0.22000000000000003,5.0,1131703700020,bayern,Bayern,48.946174419017,11.9835222059041
bayern_1131704100099,37.0,36.6,5.0,1131704100099,bayern,Bayern,48.9705609585472,12.6240953545036
bayern_1131712900014,0.25,0.48,5.0,1131712900014,bayern,Bayern,48.876813666641596,10.6229666379287
bayern_1131713200014,33.0,36.6,5.0,1131713200014,bayern,Bayern,48.872036238361396,11.038872139049099
bayern_1131713600015,26.0,24.4,5.0,1131713600015,bayern,Bayern,48.858785459110614,11.8036605963236
bayern_1131713800015,44.0,42.4,5.0,1131713800015,bayern,Bayern,48.822943793465996,12.093868893854498
bayern_1131714100113,38.0,38.0,1.0,1131714100113,bayern,Bayern,48.8545691827155,12.622650736802196
bayern_1131714300128,44.0,43.4,5.0,1131714300128,bayern,Bayern,48.81676681805511,12.899963281045697
bayern_1131723200024,33.0,33.2,5.0,1131723200024,bayern,Bayern,48.738991262936295,11.044128986333599
bayern_1131723300028,4.4,4.9,5.0,1131723300028,bayern,Bayern,48.70930560680161,11.2919879092769
bayern_1131723600147,17.0,17.76,5.0,1131723600147,bayern,Bayern,48.78482385915339,11.699167166602097
bayern_1131723800036,30.75,30.75,2.0,1131723800036,bayern,Bayern,48.7023905395909,12.1466272118571
bayern_1131724000004,29.75,29.75,2.0,1131724000004,bayern,Bayern,48.7429636444822,12.451310683513801
bayern_1131724100038,55.0,55.0,1.0,1131724100038,bayern,Bayern,48.7616386721552,12.5018046001088
bayern_1131733000022,0.25,0.25,5.0,1131733000022,bayern,Bayern,48.6833733664822,10.7735635084852
bayern_1131733300048,17.0,17.4,5.0,1131733300048,bayern,Bayern,48.627698608909796,11.329756817960599
bayern_1131733400088,31.0,25.06,5.0,1131733400088,bayern,Bayern,48.6653065777804,11.4718047833569
bayern_1131733500013,0.25,0.22000000000000003,5.0,1131733500013,bayern,Bayern,48.6730559484618,11.6115758302719
bayern_1131733500047,20.0,20.6,5.0,1131733500047,bayern,Bayern,48.5991695094972,11.5701118174528
bayern_1131733700045,60.5,60.25,4.0,1131733700045,bayern,Bayern,48.6835765518299,11.9252080342099
bayern_1131734000021,14.0,14.0,5.0,1131734000021,bayern,Bayern,48.6303827674329,12.493716892708001
bayern_1131734100028,29.0,29.6,5.0,1131734100028,bayern,Bayern,48.684688712969596,12.608328674860301
bayern_1131734200199,62.0,68.16666666666667,3.0,1131734200199,bayern,Bayern,48.608680892253,12.6914901877554
bayern_1131734400123,38.5,38.5,1.0,1131734400123,bayern,Bayern,48.690925029470606,13.0023045577564
bayern_1131742700006,0.25,0.3,5.0,1131742700006,bayern,Bayern,48.5091081899391,10.2945916783262
bayern_1131743100017,30.0,30.0,5.0,1131743100017,bayern,Bayern,48.5846794055331,10.8843881404146
bayern_1131743300013,0.9,0.72,5.0,1131743300013,bayern,Bayern,48.5625078582547,11.257456905814399
bayern_1131743300037,35.0,33.7,5.0,1131743300037,bayern,Bayern,48.5106577572804,11.3069383504857
bayern_1131743500109,26.5,26.6,5.0,1131743500109,bayern,Bayern,48.5075345661405,11.595246718901803
bayern_1131743700363,0.25,0.19,5.0,1131743700363,bayern,Bayern,48.5118098561218,11.914631294710803
bayern_1131743800030,5.15,5.449999999999999,4.0,1131743800030,bayern,Bayern,48.5037468418015,12.012078893297696
bayern_1131743900164,46.5,51.1,5.0,1131743900164,bayern,Bayern,48.5906753933564,12.2628815800748
bayern_1131743900224,34.0,34.0,2.0,1131743900224,bayern,Bayern,48.592565002022,12.219511442860998
bayern_1131744000048,51.5,51.5,2.0,1131744000048,bayern,Bayern,48.5162540810105,12.475008820018001
bayern_1131753100088,32.0,29.6,5.0,1131753100088,bayern,Bayern,48.444561436838505,10.9023276154454
bayern_1131753500367,0.25,0.19,5.0,1131753500367,bayern,Bayern,48.424610986500596,11.544560682958501
bayern_1131753500369,19.0,17.84,5.0,1131753500369,bayern,Bayern,48.4050373281554,11.601461936812502
bayern_1131753600393,0.25,0.19,5.0,1131753600393,bayern,Bayern,48.4377708370326,11.7241930262499
bayern_1131753800424,45.0,43.666666666666664,3.0,1131753800424,bayern,Bayern,48.4983247534548,12.0783798232826
bayern_1131754000057,110.0,110.0,2.0,1131754000057,bayern,Bayern,48.4375281680239,12.3620992118398
bayern_1131754000067,66.6,66.03999999999999,5.0,1131754000067,bayern,Bayern,48.403035121499,12.452342910881699
bayern_1131754200112,0.25,0.22000000000000003,5.0,1131754200112,bayern,Bayern,48.467852977730395,12.7761208695797
bayern_1131754300134,34.0,34.0,1.0,1131754300134,bayern,Bayern,48.42267190519011,12.926757194602402
bayern_1131762700015,19.0,21.2,5.0,1131762700015,bayern,Bayern,48.3680221153148,10.3020066469854
bayern_1131762900024,28.0,28.0,5.0,1131762900024,bayern,Bayern,48.3924273199393,10.6509364927918
bayern_1131763100077,37.5,37.5,5.0,1131763100077,bayern,Bayern,48.3078930887814,10.9052602596248
bayern_1131763100393,41.0,48.2,5.0,1131763100393,bayern,Bayern,48.312572353986795,10.832356364904498
bayern_1131763300350,21.0,20.8,5.0,1131763300350,bayern,Bayern,48.3417481719318,11.1932176035656
bayern_1131763400366,0.25,0.19,5.0,1131763400366,bayern,Bayern,48.3781976561813,11.422130841923599
bayern_1131763800374,0.25,0.22000000000000003,5.0,1131763800374,bayern,Bayern,48.3805399616995,12.0336479246612
bayern_1131764100018,31.0,31.0,1.0,1131764100018,bayern,Bayern,48.303134819275506,12.6549984379793
bayern_1131764200124,64.0,63.9,5.0,1131764200124,bayern,Bayern,48.363793053509205,12.736749726090801
bayern_1131772600051,42.0,41.6,5.0,1131772600051,bayern,Bayern,48.240861665116995,10.1621566872566
bayern_1131772700019,0.25,0.19,5.0,1131772700019,bayern,Bayern,48.212009326283905,10.2735301875642
bayern_1131773100051,58.5,60.6,5.0,1131773100051,bayern,Bayern,48.1993362220189,10.8403118670718
bayern_1131773100267,21.0,21.8,5.0,1131773100267,bayern,Bayern,48.24225511084829,10.9066609352563
bayern_1131773300358,0.25,0.22000000000000003,5.0,1131773300358,bayern,Bayern,48.2629635633778,11.2456394441517
bayern_1131773400390,15.0,17.1,5.0,1131773400390,bayern,Bayern,48.23896902990421,11.4560091997017
bayern_1131773800357,0.3,0.5199999999999999,5.0,1131773800357,bayern,Bayern,48.2680643968237,12.123822882142804
bayern_1131774000030,29.0,27.54,5.0,1131774000030,bayern,Bayern,48.2358667538136,12.425287950832
bayern_1131774000038,0.25,0.52,5.0,1131774000038,bayern,Bayern,48.290007067890386,12.3731816212614
bayern_1131774300128,6.55,6.55,2.0,1131774300128,bayern,Bayern,48.2125578699445,12.885280252592098
bayern_1131783000044,35.0,34.2,5.0,1131783000044,bayern,Bayern,48.1168912628278,10.6997995974095
bayern_1131783400499,14.0,13.6,5.0,1131783400499,bayern,Bayern,48.1706042639031,11.452698416560096
bayern_1131783500012,17.0,20.4,5.0,1131783500012,bayern,Bayern,48.1459795381727,11.585998739509199
bayern_1131783500530,24.0,22.8,5.0,1131783500530,bayern,Bayern,48.1695633191951,11.6463090432311
bayern_1131783700038,12.7,12.680000000000001,5.0,1131783700038,bayern,Bayern,48.1529902901073,11.919255767170998
bayern_1131783700204,22.0,22.580000000000002,5.0,1131783700204,bayern,Bayern,48.10165113899961,11.8441463129702
bayern_1131784100032,33.5,33.5,2.0,1131784100032,bayern,Bayern,48.165018010753,12.584675566761101
bayern_1131784100034,34.25,34.25,2.0,1131784100034,bayern,Bayern,48.1026059140837,12.651101571663101
bayern_1131792900041,15.0,16.2,5.0,1131792900041,bayern,Bayern,48.005185996828004,10.535083598231
bayern_1131793200152,17.1,16.72,5.0,1131793200152,bayern,Bayern,48.009548438452796,11.032212978106502
bayern_1131793900050,3.8,3.6,5.0,1131793900050,bayern,Bayern,48.0619653332358,12.2239477862587
bayern_1131794200004,41.0,41.6,5.0,1131794200004,bayern,Bayern,48.0242431369421,12.810992856733101
bayern_1131802900062,12.0,11.4,5.0,1131802900062,bayern,Bayern,47.95857045826161,10.5471135832947
bayern_1131803100025,13.0,13.319999999999999,5.0,1131803100025,bayern,Bayern,47.917184838356505,10.865359348984699
bayern_1131812600006,11.0,12.3,5.0,1131812600006,bayern,Bayern,47.8142944098485,10.1465477942064
bayern_1131813200084,10.5,10.2,5.0,1131813200084,bayern,Bayern,47.8119467048032,11.063927292039098
bayern_1131813300018,38.0,37.22,5.0,1131813300018,bayern,Bayern,47.8855902827579,11.1668947822556
bayern_1131813700022,6.699999999999999,6.699999999999999,2.0,1131813700022,bayern,Bayern,47.856227472299786,11.9731666595896
bayern_1131813700028,8.7,10.8,5.0,1131813700028,bayern,Bayern,47.878714676551,11.9918718478907
bayern_1131813700032,4.4,4.78,5.0,1131813700032,bayern,Bayern,47.8652154697433,11.954450464574098
bayern_1131813800204,1.7,1.5799999999999998,5.0,1131813800204,bayern,Bayern,47.838232539249496,12.047983565603197
bayern_1131813800219,2.9000000000000004,2.9000000000000004,2.0,1131813800219,bayern,Bayern,47.8903329546249,12.129601127845302
bayern_1131814300268,48.0,48.0,1.0,1131814300268,bayern,Bayern,47.8957100575295,12.9199818026038
bayern_1131823100037,10.3,10.16,5.0,1131823100037,bayern,Bayern,47.786427043866304,10.9229234308868
bayern_1131823300029,12.0,12.02,5.0,1131823300029,bayern,Bayern,47.749040948673716,11.189078585197699
bayern_1131823300076,17.0,17.919999999999998,5.0,1131823300076,bayern,Bayern,47.758858777103605,11.3156401849903
bayern_1131833800041,3.3,3.16,5.0,1131833800041,bayern,Bayern,47.6709539704247,12.0158700942128
bayern_1131843200023,3.0,2.96,5.0,1131843200023,bayern,Bayern,47.5553597699887,11.1468948496469
bayern_1131843400005,2.7,2.7399999999999993,5.0,1131843400005,bayern,Bayern,47.5487793427578,11.383473122131601
bayern_1131853200082,3.8,4.36,5.0,1131853200082,bayern,Bayern,47.49384045995271,11.1001151098067
bayern_1131853300022,1.9,2.38,5.0,1131853300022,bayern,Bayern,47.4059240692591,11.257950489659299
bayern_1132563000021,40.0,40.0,1.0,1132563000021,bayern,Bayern,50.335655845104895,10.825671528522598
bayern_1132572800026,56.7,56.7,2.0,1132572800026,bayern,Bayern,50.290242979451286,10.475959334485001
bayern_1132572900023,43.1,42.96,5.0,1132572900023,bayern,Bayern,50.261588464707096,10.555413188082197
bayern_1132582900045,49.95,49.95,2.0,1132582900045,bayern,Bayern,50.1452135394998,10.523943559571402
bayern_1132583300097,0.25,0.25,2.0,1132583300097,bayern,Bayern,50.1303531428576,11.213918547635698
bayern_1132593000041,49.3,49.31,5.0,1132593000041,bayern,Bayern,50.0440967108253,10.715523485284699
bayern_1132602800015,39.8,39.8,2.0,1132602800015,bayern,Bayern,49.9685310545644,10.420624364936199
bayern_1132603200059,28.15,28.15,2.0,1132603200059,bayern,Bayern,49.9770909526964,11.153680031104699
bayern_1132603700084,36.0,35.6,5.0,1132603700084,bayern,Bayern,49.916330496486,11.9511821674788
bayern_1132632800040,25.0,26.2,5.0,1132632800040,bayern,Bayern,49.689716635617295,10.414430125244198
bayern_1132633300046,27.6,27.3,5.0,1132633300046,bayern,Bayern,49.62644378088329,11.2871041421452
bayern_1132633400028,19.7,19.7,2.0,1132633400028,bayern,Bayern,49.6277632409834,11.3590601593554
bayern_1132642600017,52.0,53.0,5.0,1132642600017,bayern,Bayern,49.5524175417487,10.1314032291545
bayern_1132642700057,68.0,65.6,5.0,1132642700057,bayern,Bayern,49.5859071430056,10.2020431328148
bayern_1132643000015,75.0,75.42999999999999,5.0,1132643000015,bayern,Bayern,49.5044332098371,10.7807893858602
bayern_1132643000068,56.0,57.3,5.0,1132643000068,bayern,Bayern,49.55296001545,10.778200318782499
bayern_1132643300099,24.5,24.1,5.0,1132643300099,bayern,Bayern,49.5576058256447,11.2093228251726
bayern_1132652600004,60.5,59.0,5.0,1132652600004,bayern,Bayern,49.495354674763796,10.105966614903801
bayern_1132652700059,54.0,55.9,5.0,1132652700059,bayern,Bayern,49.4970275084619,10.2701864062129
bayern_1132663100053,60.55,60.93000000000001,5.0,1132663100053,bayern,Bayern,49.3201306187054,10.9682882856635
bayern_1132663300263,45.8,45.8,2.0,1132663300263,bayern,Bayern,49.363012412720096,11.289540199761
bayern_1132673300265,76.475,76.475,2.0,1132673300265,bayern,Bayern,49.20963378441901,11.2093928379495
bayern_1132702900026,84.5,84.7,5.0,1132702900026,bayern,Bayern,48.962376608058605,10.6342698422502
bayern_1132702900028,80.5,83.5,5.0,1132702900028,bayern,Bayern,48.9702985588046,10.5466365838444
bayern_1132702900030,81.0,81.0,2.0,1132702900030,bayern,Bayern,48.90727081737761,10.5402798925515
bayern_1132703300019,36.5,37.2,5.0,1132703300019,bayern,Bayern,48.9929133537777,11.20735950111
bayern_1132703500011,11.0,11.6,5.0,1132703500011,bayern,Bayern,48.9139883897354,11.593342820447301
bayern_1132713000028,32.0,31.9,5.0,1132713000028,bayern,Bayern,48.8465086621621,10.724623425517
bayern_1132713000041,54.0,55.2,5.0,1132713000041,bayern,Bayern,48.8213515901797,10.726623455871199
bayern_1132713200024,27.0,27.2,5.0,1132713200024,bayern,Bayern,48.8925721347252,11.1339404381103
bayern_1132713500030,18.0,17.4,5.0,1132713500030,bayern,Bayern,48.8197837404415,11.6594679325825
bayern_1132722900073,49.0,55.1,5.0,1132722900073,bayern,Bayern,48.7064316963474,10.5882170125784
bayern_1132723000066,33.5,33.5,5.0,1132723000066,bayern,Bayern,48.7708561147985,10.714295829968599
bayern_1132732700006,15.1,15.419999999999998,5.0,1132732700006,bayern,Bayern,48.661834679418405,10.284015470658
bayern_1132733100117,88.0,88.0,1.0,1132733100117,bayern,Bayern,48.6898682759523,10.9785039620036
bayern_1132733500114,125.0,126.0,5.0,1132733500114,bayern,Bayern,48.6405444094735,11.5724746726909
bayern_1132743000046,76.0,76.5,3.0,1132743000046,bayern,Bayern,48.5832135918766,10.742102524105501
bayern_1132743200079,95.0,94.51,5.0,1132743200079,bayern,Bayern,48.50705895849399,11.053909591413698
bayern_1132753400397,47.5,46.7,5.0,1132753400397,bayern,Bayern,48.4882134281227,11.4858198953249
bayern_1132763200064,92.5,94.0,5.0,1132763200064,bayern,Bayern,48.391433927962396,11.1019636673387
bayern_1132773200341,44.0,44.3,5.0,1132773200341,bayern,Bayern,48.21796986453529,11.0054160733515
bayern_1132773200371,52.0,56.9,5.0,1132773200371,bayern,Bayern,48.2820871068431,11.0365104711128
bayern_1132823900038,3.8,4.0600000000000005,5.0,1132823900038,bayern,Bayern,47.7613797621723,12.308019766905401
bayern_1132853200061,1.7,1.7399999999999998,5.0,1132853200061,bayern,Bayern,47.4714910917004,11.007638055971196
bayern_1230593600176,5.2,5.06,5.0,1230593600176,bayern,Bayern,50.015030319856606,11.7808670187184
bayern_1230593700117,1.2,1.1,5.0,1230593700117,bayern,Bayern,50.0700726722664,11.966393242105
bayern_1230613500088,4.7,4.7,2.0,1230613500088,bayern,Bayern,49.831697272538904,11.5106558099284
bayern_1230714500246,4.9,4.58,5.0,1230714500246,bayern,Bayern,48.8008270142379,13.257688625358
bayern_1230724600032,6.2,5.9399999999999995,5.0,1230724600032,bayern,Bayern,48.7754430568,13.355016145915
bayern_1230822700066,5.0,5.34,5.0,1230822700066,bayern,Bayern,47.786146749471705,10.1862516593021
bayern_4110027400313,46.5,46.5,1.0,4110027400313,bayern,Bayern,48.554682990294104,12.272176894657
bayern_4110552600003,20.3,19.98,5.0,4110552600003,bayern,Bayern,50.4587556275556,10.1325494394386
bayern_4110562500005,2.8,2.8200000000000003,5.0,4110562500005,bayern,Bayern,50.34549138709021,9.972606958743553
bayern_4110562700005,47.35,48.35,5.0,4110562700005,bayern,Bayern,50.3101930895115,10.2338439776084
bayern_4110562700010,2.8,2.75,4.0,4110562700010,bayern,Bayern,50.343294789983396,10.1651796966141
bayern_4110562800012,1.1,2.848,5.0,4110562800012,bayern,Bayern,50.3629062444767,10.463795669453301
bayern_4110562800017,3.6,3.84,5.0,4110562800017,bayern,Bayern,50.3642025695042,10.3611503282989
bayern_4110563500010,19.125,19.125,2.0,4110563500010,bayern,Bayern,50.3824530180038,11.6652999186264
bayern_4110563700021,0.25,0.38,5.0,4110563700021,bayern,Bayern,50.325396996009104,11.9900897188139
bayern_4110563700032,45.2,45.31,5.0,4110563700032,bayern,Bayern,50.396363610553706,11.887410257265199
bayern_4110572700008,11.8,11.8,2.0,4110572700008,bayern,Bayern,50.20258701151261,10.3134602613187
bayern_4110573600004,24.3,24.3,2.0,4110573600004,bayern,Bayern,50.2504921397692,11.740533847200801
bayern_4110573700004,44.0,44.0,5.0,4110573700004,bayern,Bayern,50.2758412871502,11.838594269154804
bayern_4110582500016,42.9,42.41,5.0,4110582500016,bayern,Bayern,50.12243970717879,9.91771368855073
bayern_4110582600029,35.4,35.5,5.0,4110582600029,bayern,Bayern,50.11733811518111,10.1472616918509
bayern_4110582700005,29.85,29.820000000000004,5.0,4110582700005,bayern,Bayern,50.1559352830799,10.200348683242499
bayern_4110582700018,24.3,24.3,2.0,4110582700018,bayern,Bayern,50.1896344143851,10.2284913449084
bayern_4110582900010,20.4,18.72,5.0,4110582900010,bayern,Bayern,50.136083635866,10.5130338756955
bayern_4110583000004,30.35,29.98,5.0,4110583000004,bayern,Bayern,50.1049185429175,10.6873382874237
bayern_4110583100003,49.9,50.089999999999996,5.0,4110583100003,bayern,Bayern,50.183896049762296,10.8433969323217
bayern_4110583100005,40.0,40.0,5.0,4110583100005,bayern,Bayern,50.189488582683296,10.9594900758482
bayern_4110583100012,20.15,19.150000000000002,5.0,4110583100012,bayern,Bayern,50.11427838118011,10.994675337695199
bayern_4110583500003,7.1,6.76,5.0,4110583500003,bayern,Bayern,50.112178481815214,11.5050109235317
bayern_4110583500011,27.5,26.439999999999998,5.0,4110583500011,bayern,Bayern,50.1657562285159,11.652816763286099
bayern_4110583500014,2.3,2.52,5.0,4110583500014,bayern,Bayern,50.158056585091714,11.5115348947806
bayern_4110592000052,41.0,38.0,5.0,4110592000052,bayern,Bayern,50.065858269109796,9.04987806507369
bayern_4110592400004,38.5,38.8,5.0,4110592400004,bayern,Bayern,50.073523213764,9.753579626950833
bayern_4110592400009,49.0,49.8,5.0,4110592400009,bayern,Bayern,50.07244983175821,9.79135059510469
bayern_4110592500001,53.25,53.5,4.0,4110592500001,bayern,Bayern,50.0067578304221,9.836217549689053
bayern_4110592600021,42.5,42.839999999999996,5.0,4110592600021,bayern,Bayern,50.045464355437794,10.0411236229045
bayern_4110592700159,0.86,0.756,5.0,4110592700159,bayern,Bayern,50.034660532385,10.2663049657799
bayern_4110593800004,27.2,26.880000000000003,5.0,4110593800004,bayern,Bayern,50.07361643187139,12.1144639067069
bayern_4110602000017,53.5,53.8,5.0,4110602000017,bayern,Bayern,49.9308867139234,9.11803391171505
bayern_4110602100007,14.0,14.2,5.0,4110602100007,bayern,Bayern,49.947136762899504,9.231334496795599
bayern_4110602300002,6.5,6.459999999999999,5.0,4110602300002,bayern,Bayern,49.935104337151095,9.57752602983041
bayern_4110602400049,36.0,36.25,4.0,4110602400049,bayern,Bayern,49.9039723761596,9.68210966129773
bayern_4110602500038,48.5,50.1,5.0,4110602500038,bayern,Bayern,49.9457697264728,9.84452484802556
bayern_4110602600006,45.3,48.989999999999995,5.0,4110602600006,bayern,Bayern,49.92832608094089,10.1350175446671
bayern_4110603000004,2.4,2.82,5.0,4110603000004,bayern,Bayern,49.976279221448095,10.681081074212699
bayern_4110603300006,37.9,37.68,5.0,4110603300006,bayern,Bayern,49.9277558636658,11.306349781469601
bayern_4110603400003,0.25,0.38,5.0,4110603400003,bayern,Bayern,49.9132737794705,11.456924932144403
bayern_4110603600004,24.7,24.84,5.0,4110603600004,bayern,Bayern,49.926841143535604,11.7408784670128
bayern_4110603900011,1.2,1.56,5.0,4110603900011,bayern,Bayern,49.96088659355289,12.3065190317506
bayern_4110612000021,6.4,6.459999999999999,5.0,4110612000021,bayern,Bayern,49.8715152119094,9.15357223213003
bayern_4110612400001,40.0,38.7,5.0,4110612400001,bayern,Bayern,49.861349735705005,9.70918759474162
bayern_4110612400005,38.0,38.1,5.0,4110612400005,bayern,Bayern,49.8879635993194,9.783081478386787
bayern_4110612500004,58.0,56.42,5.0,4110612500004,bayern,Bayern,49.8470575593213,9.954598795591249
bayern_4110612700005,67.5,65.1,5.0,4110612700005,bayern,Bayern,49.8632824363873,10.1722968426407
bayern_4110612900005,41.85,39.58,5.0,4110612900005,bayern,Bayern,49.8758491995043,10.6267757959564
bayern_4110613000006,40.05,39.87,5.0,4110613000006,bayern,Bayern,49.866348163558506,10.8259562570704
bayern_4110613500003,35.4,35.46,5.0,4110613500003,bayern,Bayern,49.846497556287204,11.6217359168472
bayern_4110613700008,14.0,17.4,5.0,4110613700008,bayern,Bayern,49.8380755486765,11.895655241694099
bayern_4110613800001,0.7,0.64,5.0,4110613800001,bayern,Bayern,49.897423440271204,12.0917750756974
bayern_4110613900003,17.0,17.2,5.0,4110613900003,bayern,Bayern,49.8595083933257,12.209915120119
bayern_4110622000010,4.2,4.359999999999999,5.0,4110622000010,bayern,Bayern,49.7937437132195,9.135909739898311
bayern_4110622100020,13.0,13.0,5.0,4110622100020,bayern,Bayern,49.737342786536395,9.296021023069331
bayern_4110622600001,44.5,45.1,5.0,4110622600001,bayern,Bayern,49.719415216384,10.0085066469299
bayern_4110622600018,46.5,46.480000000000004,5.0,4110622600018,bayern,Bayern,49.720683277792304,10.1388225870078
bayern_4110623000009,44.25,42.92999999999999,5.0,4110623000009,bayern,Bayern,49.7023228030495,10.7883232751353
bayern_4110623400004,8.9,8.969999999999999,5.0,4110623400004,bayern,Bayern,49.7252770243876,11.4382190887904
bayern_4110623600004,11.0,11.2,5.0,4110623600004,bayern,Bayern,49.7631368795141,11.709826447258301
bayern_4110623800020,0.25,0.22000000000000003,5.0,4110623800020,bayern,Bayern,49.7544858745399,12.0706872702226
bayern_4110632100034,16.0,16.2,5.0,4110632100034,bayern,Bayern,49.6264397264948,9.24540970096638
bayern_4110632600034,36.5,36.55,5.0,4110632600034,bayern,Bayern,49.663532117759296,10.107757494029599
bayern_4110632900001,13.0,12.58,5.0,4110632900001,bayern,Bayern,49.6917413627076,10.4989115834871
bayern_4110632900004,50.0,48.5,5.0,4110632900004,bayern,Bayern,49.649700788362296,10.663612624780301
bayern_4110633400002,20.0,18.68,5.0,4110633400002,bayern,Bayern,49.6477931115843,11.4058774307008
bayern_4110633500012,23.0,21.9,5.0,4110633500012,bayern,Bayern,49.6244722305116,11.637295242667804
bayern_4110633900002,1.6,1.7600000000000002,5.0,4110633900002,bayern,Bayern,49.6228124568664,12.3140762868816
bayern_4110633900005,48.5,48.9,5.0,4110633900005,bayern,Bayern,49.613806373817795,12.319553221396001
bayern_4110642700008,0.175,0.175,4.0,4110642700008,bayern,Bayern,49.5577464922835,10.1837256603254
